round,name,count,localCount,workload,estWorkload,npts,nfdpts
164,8,42,9,0,-1,0,0
164,9,46,6,0,-1,0,0
164,10,31,7,0,-1,0,0
164,11,127,41,133,-1,15,0
164,12,36,8,0,-1,0,0
164,13,13,3,0,-1,0,0
164,14,27,9,0,-1,0,0
164,15,48,12,0,-1,0,0
164,16,32,16,0,-1,0,0
164,17,74,22,0,-1,0,0
164,18,53,13,0,-1,0,0
164,19,49,12,0,-1,0,0
164,20,154,81,0,-1,0,0
164,21,43,10,0,-1,0,0
164,22,62,20,0,-1,0,0
164,23,28,7,0,-1,0,0
164,24,48,9,0,-1,0,0
164,25,28,10,0,-1,0,0
164,26,23,5,0,-1,0,0
164,27,27,9,0,-1,0,0
164,28,39,9,0,-1,0,0
164,29,62,14,0,-1,0,0
164,30,128,64,0,-1,0,0
164,31,64,13,0,-1,0,0
165,0,9,2,0,-1,0,0
165,1,40,7,0,-1,0,0
165,2,45,11,0,-1,0,0
165,3,28,7,0,-1,0,0
165,4,112,47,0,-1,0,0
165,5,59,14,0,-1,0,0
165,6,26,4,0,-1,0,0
165,7,60,11,0,-1,0,0
165,8,42,9,0,-1,0,0
165,9,46,6,0,-1,0,0
165,10,31,7,0,-1,0,0
165,11,127,41,134,-1,15,0
165,12,36,8,0,-1,0,0
165,13,13,3,0,-1,0,0
165,14,27,9,0,-1,0,0
165,15,48,12,0,-1,0,0
165,16,32,16,0,-1,0,0
165,17,74,22,0,-1,0,0
165,18,53,13,0,-1,0,0
165,19,49,12,0,-1,0,0
165,20,154,81,0,-1,0,0
165,21,43,10,0,-1,0,0
165,22,62,20,0,-1,0,0
165,23,28,7,0,-1,0,0
165,24,48,9,0,-1,0,0
165,25,28,10,0,-1,0,0
165,26,23,5,0,-1,0,0
165,27,27,9,0,-1,0,0
165,28,39,9,0,-1,0,0
165,29,62,14,0,-1,0,0
165,30,128,64,0,-1,0,0
165,31,64,13,0,-1,0,0
166,0,9,2,0,-1,0,0
166,1,40,7,0,-1,0,0
166,2,45,11,0,-1,0,0
166,3,28,7,0,-1,0,0
166,4,112,47,0,-1,0,0
166,5,59,14,0,-1,0,0
166,6,26,4,0,-1,0,0
166,7,60,11,0,-1,0,0
166,8,42,9,0,-1,0,0
166,9,46,6,0,-1,0,0
166,10,31,7,0,-1,0,0
166,11,127,41,135,-1,15,0
166,12,36,8,0,-1,0,0
166,13,13,3,0,-1,0,0
166,14,27,9,0,-1,0,0
166,15,48,12,0,-1,0,0
166,16,32,16,0,-1,0,0
166,17,74,22,0,-1,0,0
166,18,53,13,0,-1,0,0
166,19,49,12,0,-1,0,0
166,20,154,81,0,-1,0,0
166,21,43,10,0,-1,0,0
166,22,62,20,0,-1,0,0
166,23,28,7,0,-1,0,0
166,24,48,9,0,-1,0,0
166,25,28,10,0,-1,0,0
166,26,23,5,0,-1,0,0
166,27,27,9,0,-1,0,0
166,28,39,9,0,-1,0,0
166,29,62,14,0,-1,0,0
166,30,128,64,0,-1,0,0
166,31,64,13,0,-1,0,0
167,0,9,2,0,-1,0,0
167,1,40,7,0,-1,0,0
167,2,45,11,0,-1,0,0
167,3,28,7,0,-1,0,0
167,4,112,47,0,-1,0,0
167,5,59,14,0,-1,0,0
167,6,26,4,0,-1,0,0
167,7,60,11,0,-1,0,0
167,8,42,9,0,-1,0,0
167,9,46,6,0,-1,0,0
167,10,31,7,0,-1,0,0
167,11,127,41,131,-1,15,0
167,12,36,8,0,-1,0,0
167,13,13,3,0,-1,0,0
167,14,27,9,0,-1,0,0
167,15,48,12,0,-1,0,0
167,16,32,16,0,-1,0,0
167,17,74,22,0,-1,0,0
167,18,53,13,0,-1,0,0
167,19,49,12,0,-1,0,0
167,20,154,81,0,-1,0,0
167,21,43,10,0,-1,0,0
167,22,62,20,0,-1,0,0
167,23,28,7,0,-1,0,0
167,24,48,9,0,-1,0,0
167,25,28,10,0,-1,0,0
167,26,23,5,0,-1,0,0
167,27,27,9,0,-1,0,0
167,28,39,9,0,-1,0,0
167,29,62,14,0,-1,0,0
167,30,128,64,0,-1,0,0
167,31,64,13,0,-1,0,0
168,0,9,2,0,-1,0,0
168,1,40,7,0,-1,0,0
168,2,45,11,0,-1,0,0
168,3,28,7,0,-1,0,0
168,4,112,47,0,-1,0,0
168,5,59,14,0,-1,0,0
168,6,26,4,0,-1,0,0
168,7,60,11,0,-1,0,0
168,8,42,9,0,-1,0,0
168,9,46,6,0,-1,0,0
168,10,31,7,0,-1,0,0
168,11,127,41,133,-1,15,0
168,12,36,8,0,-1,0,0
168,13,13,3,0,-1,0,0
168,14,27,9,0,-1,0,0
168,15,48,12,0,-1,0,0
168,16,32,16,0,-1,0,0
168,17,74,22,0,-1,0,0
168,18,53,13,0,-1,0,0
168,19,49,12,0,-1,0,0
168,20,154,81,0,-1,0,0
168,21,43,10,0,-1,0,0
168,22,62,20,0,-1,0,0
168,23,28,7,0,-1,0,0
168,24,48,9,0,-1,0,0
168,25,28,10,0,-1,0,0
168,26,23,5,0,-1,0,0
168,27,27,9,0,-1,0,0
168,28,39,9,0,-1,0,0
168,29,62,14,0,-1,0,0
168,30,128,64,0,-1,0,0
168,31,64,13,0,-1,0,0
169,0,9,2,0,-1,0,0
169,1,40,7,0,-1,0,0
169,2,45,11,0,-1,0,0
169,3,28,7,0,-1,0,0
169,4,112,47,0,-1,0,0
169,5,59,14,0,-1,0,0
169,6,26,4,0,-1,0,0
169,7,60,11,0,-1,0,0
169,8,42,9,0,-1,0,0
169,9,46,6,0,-1,0,0
169,10,31,7,0,-1,0,0
169,11,127,41,133,-1,15,0
169,12,36,8,0,-1,0,0
169,13,13,3,0,-1,0,0
169,14,27,9,0,-1,0,0
169,15,48,12,0,-1,0,0
169,16,32,16,0,-1,0,0
169,17,74,22,0,-1,0,0
169,18,53,13,0,-1,0,0
169,19,49,12,0,-1,0,0
169,20,154,81,0,-1,0,0
169,21,43,10,0,-1,0,0
169,22,62,20,0,-1,0,0
169,23,28,7,0,-1,0,0
169,24,48,9,0,-1,0,0
169,25,28,10,0,-1,0,0
169,26,23,5,0,-1,0,0
169,27,27,9,0,-1,0,0
169,28,39,9,0,-1,0,0
169,29,62,14,0,-1,0,0
169,30,128,64,0,-1,0,0
169,31,64,13,0,-1,0,0
170,0,9,2,0,-1,0,0
170,1,40,7,0,-1,0,0
170,2,45,11,0,-1,0,0
170,3,28,7,0,-1,0,0
170,4,112,47,0,-1,0,0
170,5,59,14,0,-1,0,0
170,6,26,4,0,-1,0,0
170,7,60,11,0,-1,0,0
170,8,42,9,0,-1,0,0
170,9,46,6,0,-1,0,0
170,10,31,7,0,-1,0,0
170,11,127,41,133,-1,15,0
170,12,36,8,0,-1,0,0
170,13,13,3,0,-1,0,0
170,14,27,9,0,-1,0,0
170,15,48,12,0,-1,0,0
170,16,32,16,0,-1,0,0
170,17,74,22,0,-1,0,0
170,18,53,13,0,-1,0,0
170,19,49,12,0,-1,0,0
170,20,154,81,0,-1,0,0
170,21,43,10,0,-1,0,0
170,22,62,20,0,-1,0,0
170,23,28,7,0,-1,0,0
170,24,48,9,0,-1,0,0
170,25,28,10,0,-1,0,0
170,26,23,5,0,-1,0,0
170,27,27,9,0,-1,0,0
170,28,39,9,0,-1,0,0
170,29,62,14,0,-1,0,0
170,30,128,64,0,-1,0,0
170,31,64,13,0,-1,0,0
171,0,9,2,0,-1,0,0
171,1,40,7,0,-1,0,0
171,2,45,11,0,-1,0,0
171,3,28,7,0,-1,0,0
171,4,112,47,0,-1,0,0
171,5,59,14,0,-1,0,0
171,6,26,4,0,-1,0,0
171,7,60,11,0,-1,0,0
171,8,42,9,0,-1,0,0
171,9,46,6,0,-1,0,0
171,10,31,7,0,-1,0,0
171,11,127,41,133,-1,15,0
171,12,36,8,0,-1,0,0
171,13,13,3,0,-1,0,0
171,14,27,9,0,-1,0,0
171,15,48,12,0,-1,0,0
171,16,32,16,0,-1,0,0
171,17,74,22,0,-1,0,0
171,18,53,13,0,-1,0,0
171,19,49,12,0,-1,0,0
171,20,154,81,0,-1,0,0
171,21,43,10,0,-1,0,0
171,22,62,20,0,-1,0,0
171,23,28,7,0,-1,0,0
171,24,48,9,0,-1,0,0
171,25,28,10,0,-1,0,0
171,26,23,5,0,-1,0,0
171,27,27,9,0,-1,0,0
171,28,39,9,0,-1,0,0
171,29,62,14,0,-1,0,0
171,30,128,64,0,-1,0,0
171,31,64,13,0,-1,0,0
172,0,9,2,0,-1,0,0
172,1,40,7,0,-1,0,0
172,2,45,11,0,-1,0,0
172,3,28,7,0,-1,0,0
172,4,112,47,0,-1,0,0
172,5,59,14,0,-1,0,0
172,6,26,4,0,-1,0,0
172,7,60,11,0,-1,0,0
172,8,42,9,0,-1,0,0
172,9,46,6,0,-1,0,0
172,10,31,7,0,-1,0,0
172,11,127,41,134,-1,15,0
172,12,36,8,0,-1,0,0
172,13,13,3,0,-1,0,0
172,14,27,9,0,-1,0,0
172,15,48,12,0,-1,0,0
172,16,32,16,0,-1,0,0
172,17,74,22,0,-1,0,0
172,18,53,13,0,-1,0,0
172,19,49,12,0,-1,0,0
172,20,154,81,0,-1,0,0
172,21,43,10,0,-1,0,0
172,22,62,20,0,-1,0,0
172,23,28,7,0,-1,0,0
172,24,48,9,0,-1,0,0
172,25,28,10,0,-1,0,0
172,26,23,5,0,-1,0,0
172,27,27,9,0,-1,0,0
172,28,39,9,0,-1,0,0
172,29,62,14,0,-1,0,0
172,30,128,64,0,-1,0,0
172,31,64,13,0,-1,0,0
173,0,9,2,0,-1,0,0
173,1,40,7,0,-1,0,0
173,2,45,11,0,-1,0,0
173,3,28,7,0,-1,0,0
173,4,112,47,0,-1,0,0
173,5,59,14,0,-1,0,0
173,6,26,4,0,-1,0,0
173,7,60,11,0,-1,0,0
173,8,42,9,0,-1,0,0
173,9,46,6,0,-1,0,0
173,10,31,7,0,-1,0,0
173,11,127,41,134,-1,15,0
173,12,36,8,0,-1,0,0
173,13,13,3,0,-1,0,0
173,14,27,9,0,-1,0,0
173,15,48,12,0,-1,0,0
173,16,32,16,0,-1,0,0
173,17,74,22,0,-1,0,0
173,18,53,13,0,-1,0,0
173,19,49,12,0,-1,0,0
173,20,154,81,0,-1,0,0
173,21,43,10,0,-1,0,0
173,22,62,20,0,-1,0,0
173,23,28,7,0,-1,0,0
173,24,48,9,0,-1,0,0
173,25,28,10,0,-1,0,0
173,26,23,5,0,-1,0,0
173,27,27,9,0,-1,0,0
173,28,39,9,0,-1,0,0
173,29,62,14,0,-1,0,0
173,30,128,64,0,-1,0,0
173,31,64,13,0,-1,0,0
174,0,9,2,0,-1,0,0
174,1,40,7,0,-1,0,0
174,2,45,11,0,-1,0,0
174,3,28,7,0,-1,0,0
174,4,112,47,0,-1,0,0
174,5,59,14,0,-1,0,0
174,6,26,4,0,-1,0,0
174,7,60,11,0,-1,0,0
174,8,42,9,0,-1,0,0
174,9,46,6,0,-1,0,0
174,10,31,7,0,-1,0,0
174,11,127,41,134,-1,15,0
174,12,36,8,0,-1,0,0
174,13,13,3,0,-1,0,0
174,14,27,9,0,-1,0,0
174,15,48,12,0,-1,0,0
174,16,32,16,0,-1,0,0
174,17,74,22,0,-1,0,0
174,18,53,13,0,-1,0,0
174,19,49,12,0,-1,0,0
174,20,154,81,0,-1,0,0
174,21,43,10,0,-1,0,0
174,22,62,20,0,-1,0,0
174,23,28,7,0,-1,0,0
174,24,48,9,0,-1,0,0
174,25,28,10,0,-1,0,0
174,26,23,5,0,-1,0,0
174,27,27,9,0,-1,0,0
174,28,39,9,0,-1,0,0
174,29,62,14,0,-1,0,0
174,30,128,64,0,-1,0,0
174,31,64,13,0,-1,0,0
175,0,9,2,0,-1,0,0
175,1,40,7,0,-1,0,0
175,2,45,11,0,-1,0,0
175,3,28,7,0,-1,0,0
175,4,112,47,0,-1,0,0
175,5,59,14,0,-1,0,0
175,6,26,4,0,-1,0,0
175,7,60,11,0,-1,0,0
175,8,42,9,0,-1,0,0
175,9,46,6,0,-1,0,0
175,10,31,7,0,-1,0,0
175,11,127,41,134,-1,15,0
175,12,36,8,0,-1,0,0
175,13,13,3,0,-1,0,0
175,14,27,9,0,-1,0,0
175,15,48,12,0,-1,0,0
175,16,32,16,0,-1,0,0
175,17,74,22,0,-1,0,0
175,18,53,13,0,-1,0,0
175,19,49,12,0,-1,0,0
175,20,154,81,0,-1,0,0
175,21,43,10,0,-1,0,0
175,22,62,20,0,-1,0,0
175,23,28,7,0,-1,0,0
175,24,48,9,0,-1,0,0
175,25,28,10,0,-1,0,0
175,26,23,5,0,-1,0,0
175,27,27,9,0,-1,0,0
175,28,39,9,0,-1,0,0
175,29,62,14,0,-1,0,0
175,30,128,64,0,-1,0,0
175,31,64,13,0,-1,0,0
176,0,9,2,0,-1,0,0
176,1,40,7,0,-1,0,0
176,2,45,11,0,-1,0,0
176,3,28,7,0,-1,0,0
176,4,112,47,0,-1,0,0
176,5,59,14,0,-1,0,0
176,6,26,4,0,-1,0,0
176,7,60,11,0,-1,0,0
176,8,42,9,0,-1,0,0
176,9,46,6,0,-1,0,0
176,10,31,7,0,-1,0,0
176,11,127,41,131,-1,15,0
176,12,36,8,0,-1,0,0
176,13,13,3,0,-1,0,0
176,14,27,9,0,-1,0,0
176,15,48,12,0,-1,0,0
176,16,32,16,0,-1,0,0
176,17,74,22,0,-1,0,0
176,18,53,13,0,-1,0,0
176,19,49,12,0,-1,0,0
176,20,154,81,0,-1,0,0
176,21,43,10,0,-1,0,0
176,22,62,20,0,-1,0,0
176,23,28,7,0,-1,0,0
176,24,48,9,0,-1,0,0
176,25,28,10,0,-1,0,0
176,26,23,5,0,-1,0,0
176,27,27,9,0,-1,0,0
176,28,39,9,0,-1,0,0
176,29,62,14,0,-1,0,0
176,30,128,64,0,-1,0,0
176,31,64,13,0,-1,0,0
177,0,9,2,0,-1,0,0
177,1,40,7,0,-1,0,0
177,2,45,11,0,-1,0,0
177,3,28,7,0,-1,0,0
177,4,112,47,0,-1,0,0
177,5,59,14,0,-1,0,0
177,6,26,4,0,-1,0,0
177,7,60,11,0,-1,0,0
177,8,42,9,0,-1,0,0
177,9,46,6,0,-1,0,0
177,10,31,7,0,-1,0,0
177,11,127,41,134,-1,15,0
177,12,36,8,0,-1,0,0
177,13,13,3,0,-1,0,0
177,14,27,9,0,-1,0,0
177,15,48,12,0,-1,0,0
177,16,32,16,0,-1,0,0
177,17,74,22,0,-1,0,0
177,18,53,13,0,-1,0,0
177,19,49,12,0,-1,0,0
177,20,154,81,0,-1,0,0
177,21,43,10,0,-1,0,0
177,22,62,20,0,-1,0,0
177,23,28,7,0,-1,0,0
177,24,48,9,0,-1,0,0
177,25,28,10,0,-1,0,0
177,26,23,5,0,-1,0,0
177,27,27,9,0,-1,0,0
177,28,39,9,0,-1,0,0
177,29,62,14,0,-1,0,0
177,30,128,64,0,-1,0,0
177,31,64,13,0,-1,0,0
178,0,9,2,0,-1,0,0
178,1,40,7,0,-1,0,0
178,2,45,11,0,-1,0,0
178,3,28,7,0,-1,0,0
178,4,112,47,0,-1,0,0
178,5,59,14,0,-1,0,0
178,6,26,4,0,-1,0,0
178,7,60,11,0,-1,0,0
178,8,42,9,0,-1,0,0
178,9,46,6,0,-1,0,0
178,10,31,7,0,-1,0,0
178,11,127,41,132,-1,15,0
178,12,36,8,0,-1,0,0
178,13,13,3,0,-1,0,0
178,14,27,9,0,-1,0,0
178,15,48,12,0,-1,0,0
178,16,32,16,0,-1,0,0
178,17,74,22,0,-1,0,0
178,18,53,13,0,-1,0,0
178,19,49,12,0,-1,0,0
178,20,154,81,0,-1,0,0
178,21,43,10,0,-1,0,0
178,22,62,20,0,-1,0,0
178,23,28,7,0,-1,0,0
178,24,48,9,0,-1,0,0
178,25,28,10,0,-1,0,0
178,26,23,5,0,-1,0,0
178,27,27,9,0,-1,0,0
178,28,39,9,0,-1,0,0
178,29,62,14,0,-1,0,0
178,30,128,64,0,-1,0,0
178,31,64,13,0,-1,0,0
179,0,9,2,0,-1,0,0
179,1,40,7,0,-1,0,0
179,2,45,11,0,-1,0,0
179,3,28,7,0,-1,0,0
179,4,112,47,0,-1,0,0
179,5,59,14,0,-1,0,0
179,6,26,4,0,-1,0,0
179,7,60,11,0,-1,0,0
179,8,42,9,0,-1,0,0
179,9,46,6,0,-1,0,0
179,10,31,7,0,-1,0,0
179,11,127,41,134,-1,15,0
179,12,36,8,0,-1,0,0
179,13,13,3,0,-1,0,0
179,14,27,9,0,-1,0,0
179,15,48,12,0,-1,0,0
179,16,32,16,0,-1,0,0
179,17,74,22,0,-1,0,0
179,18,53,13,0,-1,0,0
179,19,49,12,0,-1,0,0
179,20,154,81,0,-1,0,0
179,21,43,10,0,-1,0,0
179,22,62,20,0,-1,0,0
179,23,28,7,0,-1,0,0
179,24,48,9,0,-1,0,0
179,25,28,10,0,-1,0,0
179,26,23,5,0,-1,0,0
179,27,27,9,0,-1,0,0
179,28,39,9,0,-1,0,0
179,29,62,14,0,-1,0,0
179,30,128,64,0,-1,0,0
179,31,64,13,0,-1,0,0
180,0,9,2,0,-1,0,0
180,1,40,7,0,-1,0,0
180,2,45,11,0,-1,0,0
180,3,28,7,0,-1,0,0
180,4,112,47,0,-1,0,0
180,5,59,14,0,-1,0,0
180,6,26,4,0,-1,0,0
180,7,60,11,0,-1,0,0
180,8,42,9,0,-1,0,0
180,9,46,6,0,-1,0,0
180,10,31,7,0,-1,0,0
180,11,127,41,133,-1,15,0
180,12,36,8,0,-1,0,0
180,13,13,3,0,-1,0,0
180,14,27,9,0,-1,0,0
180,15,48,12,0,-1,0,0
180,16,32,16,0,-1,0,0
180,17,74,22,0,-1,0,0
180,18,53,13,0,-1,0,0
180,19,49,12,0,-1,0,0
180,20,154,81,0,-1,0,0
180,21,43,10,0,-1,0,0
180,22,62,20,0,-1,0,0
180,23,28,7,0,-1,0,0
180,24,48,9,0,-1,0,0
180,25,28,10,0,-1,0,0
180,26,23,5,0,-1,0,0
180,27,27,9,0,-1,0,0
180,28,39,9,0,-1,0,0
180,29,62,14,0,-1,0,0
180,30,128,64,0,-1,0,0
180,31,64,13,0,-1,0,0
181,0,9,2,0,-1,0,0
181,1,40,7,0,-1,0,0
181,2,45,11,0,-1,0,0
181,3,28,7,0,-1,0,0
181,4,112,47,0,-1,0,0
181,5,59,14,0,-1,0,0
181,6,26,4,0,-1,0,0
181,7,60,11,0,-1,0,0
181,8,42,9,0,-1,0,0
181,9,46,6,0,-1,0,0
181,10,31,7,0,-1,0,0
181,11,127,41,133,-1,15,0
181,12,36,8,0,-1,0,0
181,13,13,3,0,-1,0,0
181,14,27,9,0,-1,0,0
181,15,48,12,0,-1,0,0
181,16,32,16,0,-1,0,0
181,17,74,22,0,-1,0,0
181,18,53,13,0,-1,0,0
181,19,49,12,0,-1,0,0
181,20,154,81,0,-1,0,0
181,21,43,10,0,-1,0,0
181,22,62,20,0,-1,0,0
181,23,28,7,0,-1,0,0
181,24,48,9,0,-1,0,0
181,25,28,10,0,-1,0,0
181,26,23,5,0,-1,0,0
181,27,27,9,0,-1,0,0
181,28,39,9,0,-1,0,0
181,29,62,14,0,-1,0,0
181,30,128,64,0,-1,0,0
181,31,64,13,0,-1,0,0
182,0,9,2,0,-1,0,0
182,1,40,7,0,-1,0,0
182,2,45,11,0,-1,0,0
182,3,28,7,0,-1,0,0
182,4,112,47,0,-1,0,0
182,5,59,14,0,-1,0,0
182,6,26,4,0,-1,0,0
182,7,60,11,0,-1,0,0
182,8,42,9,0,-1,0,0
182,9,46,6,0,-1,0,0
182,10,31,7,0,-1,0,0
182,11,127,41,135,-1,15,0
182,12,36,8,0,-1,0,0
182,13,13,3,0,-1,0,0
182,14,27,9,0,-1,0,0
182,15,48,12,0,-1,0,0
182,16,32,16,0,-1,0,0
182,17,74,22,0,-1,0,0
182,18,53,13,0,-1,0,0
182,19,49,12,0,-1,0,0
182,20,154,81,0,-1,0,0
182,21,43,10,0,-1,0,0
182,22,62,20,0,-1,0,0
182,23,28,7,0,-1,0,0
182,24,48,9,0,-1,0,0
182,25,28,10,0,-1,0,0
182,26,23,5,0,-1,0,0
182,27,27,9,0,-1,0,0
182,28,39,9,0,-1,0,0
182,29,62,14,0,-1,0,0
182,30,128,64,0,-1,0,0
182,31,64,13,0,-1,0,0
183,0,9,2,0,-1,0,0
183,1,40,7,0,-1,0,0
183,2,45,11,0,-1,0,0
183,3,28,7,0,-1,0,0
183,4,112,47,0,-1,0,0
183,5,59,14,0,-1,0,0
183,6,26,4,0,-1,0,0
183,7,60,11,0,-1,0,0
183,8,42,9,0,-1,0,0
183,9,46,6,0,-1,0,0
183,10,31,7,0,-1,0,0
183,11,127,41,134,-1,15,0
183,12,36,8,0,-1,0,0
183,13,13,3,0,-1,0,0
183,14,27,9,0,-1,0,0
183,15,48,12,0,-1,0,0
183,16,32,16,0,-1,0,0
183,17,74,22,0,-1,0,0
183,18,53,13,0,-1,0,0
183,19,49,12,0,-1,0,0
183,20,154,81,0,-1,0,0
183,21,43,10,0,-1,0,0
183,22,62,20,0,-1,0,0
183,23,28,7,0,-1,0,0
183,24,48,9,0,-1,0,0
183,25,28,10,0,-1,0,0
183,26,23,5,0,-1,0,0
183,27,27,9,0,-1,0,0
183,28,39,9,0,-1,0,0
183,29,62,14,0,-1,0,0
183,30,128,64,0,-1,0,0
183,31,64,13,0,-1,0,0
184,0,9,2,0,-1,0,0
184,1,40,7,0,-1,0,0
184,2,45,11,0,-1,0,0
184,3,28,7,0,-1,0,0
184,4,112,47,0,-1,0,0
184,5,59,14,0,-1,0,0
184,6,26,4,0,-1,0,0
184,7,60,11,0,-1,0,0
184,8,42,9,0,-1,0,0
184,9,46,6,0,-1,0,0
184,10,31,7,0,-1,0,0
184,11,127,41,134,-1,15,0
184,12,36,8,0,-1,0,0
184,13,13,3,0,-1,0,0
184,14,27,9,0,-1,0,0
184,15,48,12,0,-1,0,0
184,16,32,16,0,-1,0,0
184,17,74,22,0,-1,0,0
184,18,53,13,0,-1,0,0
184,19,49,12,0,-1,0,0
184,20,154,81,0,-1,0,0
184,21,43,10,0,-1,0,0
184,22,62,20,0,-1,0,0
184,23,28,7,0,-1,0,0
184,24,48,9,0,-1,0,0
184,25,28,10,0,-1,0,0
184,26,23,5,0,-1,0,0
184,27,27,9,0,-1,0,0
184,28,39,9,0,-1,0,0
184,29,62,14,0,-1,0,0
184,30,128,64,0,-1,0,0
184,31,64,13,0,-1,0,0
185,0,9,2,0,-1,0,0
185,1,40,7,0,-1,0,0
185,2,45,11,0,-1,0,0
185,3,28,7,0,-1,0,0
185,4,112,47,0,-1,0,0
185,5,59,14,0,-1,0,0
185,6,26,4,0,-1,0,0
185,7,60,11,0,-1,0,0
185,8,42,9,0,-1,0,0
185,9,46,6,0,-1,0,0
185,10,31,7,0,-1,0,0
185,11,127,41,131,-1,15,0
185,12,36,8,0,-1,0,0
185,13,13,3,0,-1,0,0
185,14,27,9,0,-1,0,0
185,15,48,12,0,-1,0,0
185,16,32,16,0,-1,0,0
185,17,74,22,0,-1,0,0
185,18,53,13,0,-1,0,0
185,19,49,12,0,-1,0,0
185,20,154,81,0,-1,0,0
185,21,43,10,0,-1,0,0
185,22,62,20,0,-1,0,0
185,23,28,7,0,-1,0,0
185,24,48,9,0,-1,0,0
185,25,28,10,0,-1,0,0
185,26,23,5,0,-1,0,0
185,27,27,9,0,-1,0,0
185,28,39,9,0,-1,0,0
185,29,62,14,0,-1,0,0
185,30,128,64,0,-1,0,0
185,31,64,13,0,-1,0,0
186,0,9,2,0,-1,0,0
186,1,40,7,0,-1,0,0
186,2,45,11,0,-1,0,0
186,3,28,7,0,-1,0,0
186,4,112,47,0,-1,0,0
186,5,59,14,0,-1,0,0
186,6,26,4,0,-1,0,0
186,7,60,11,0,-1,0,0
186,8,42,9,0,-1,0,0
186,9,46,6,0,-1,0,0
186,10,31,7,0,-1,0,0
186,11,127,41,133,-1,15,0
186,12,36,8,0,-1,0,0
186,13,13,3,0,-1,0,0
186,14,27,9,0,-1,0,0
186,15,48,12,0,-1,0,0
186,16,32,16,0,-1,0,0
186,17,74,22,0,-1,0,0
186,18,53,13,0,-1,0,0
186,19,49,12,0,-1,0,0
186,20,154,81,0,-1,0,0
186,21,43,10,0,-1,0,0
186,22,62,20,0,-1,0,0
186,23,28,7,0,-1,0,0
186,24,48,9,0,-1,0,0
186,25,28,10,0,-1,0,0
186,26,23,5,0,-1,0,0
186,27,27,9,0,-1,0,0
186,28,39,9,0,-1,0,0
186,29,62,14,0,-1,0,0
186,30,128,64,0,-1,0,0
186,31,64,13,0,-1,0,0
187,0,9,2,0,-1,0,0
187,1,40,7,0,-1,0,0
187,2,45,11,0,-1,0,0
187,3,28,7,0,-1,0,0
187,4,112,47,0,-1,0,0
187,5,59,14,0,-1,0,0
187,6,26,4,0,-1,0,0
187,7,60,11,0,-1,0,0
187,8,42,9,0,-1,0,0
187,9,46,6,0,-1,0,0
187,10,31,7,0,-1,0,0
187,11,127,41,133,-1,15,0
187,12,36,8,0,-1,0,0
187,13,13,3,0,-1,0,0
187,14,27,9,0,-1,0,0
187,15,48,12,0,-1,0,0
187,16,32,16,0,-1,0,0
187,17,74,22,0,-1,0,0
187,18,53,13,0,-1,0,0
187,19,49,12,0,-1,0,0
187,20,154,81,0,-1,0,0
187,21,43,10,0,-1,0,0
187,22,62,20,0,-1,0,0
187,23,28,7,0,-1,0,0
187,24,48,9,0,-1,0,0
187,25,28,10,0,-1,0,0
187,26,23,5,0,-1,0,0
187,27,27,9,0,-1,0,0
187,28,39,9,0,-1,0,0
187,29,62,14,0,-1,0,0
187,30,128,64,0,-1,0,0
187,31,64,13,0,-1,0,0
188,0,9,2,0,-1,0,0
188,1,40,7,0,-1,0,0
188,2,45,11,0,-1,0,0
188,3,28,7,0,-1,0,0
188,4,112,47,0,-1,0,0
188,5,59,14,0,-1,0,0
188,6,26,4,0,-1,0,0
188,7,60,11,0,-1,0,0
188,8,42,9,0,-1,0,0
188,9,46,6,0,-1,0,0
188,10,31,7,0,-1,0,0
188,11,127,41,134,-1,15,0
188,12,36,8,0,-1,0,0
188,13,13,3,0,-1,0,0
188,14,27,9,0,-1,0,0
188,15,48,12,0,-1,0,0
188,16,32,16,0,-1,0,0
188,17,74,22,0,-1,0,0
188,18,53,13,0,-1,0,0
188,19,49,12,0,-1,0,0
188,20,154,81,0,-1,0,0
188,21,43,10,0,-1,0,0
188,22,62,20,0,-1,0,0
188,23,28,7,0,-1,0,0
188,24,48,9,0,-1,0,0
188,25,28,10,0,-1,0,0
188,26,23,5,0,-1,0,0
188,27,27,9,0,-1,0,0
188,28,39,9,0,-1,0,0
188,29,62,14,0,-1,0,0
188,30,128,64,0,-1,0,0
188,31,64,13,0,-1,0,0
189,0,9,2,0,-1,0,0
189,1,40,7,0,-1,0,0
189,2,45,11,0,-1,0,0
189,3,28,7,0,-1,0,0
189,4,112,47,0,-1,0,0
189,5,59,14,0,-1,0,0
189,6,26,4,0,-1,0,0
189,7,60,11,0,-1,0,0
189,8,42,9,0,-1,0,0
189,9,46,6,0,-1,0,0
189,10,31,7,0,-1,0,0
189,11,127,41,133,-1,15,0
189,12,36,8,0,-1,0,0
189,13,13,3,0,-1,0,0
189,14,27,9,0,-1,0,0
189,15,48,12,0,-1,0,0
189,16,32,16,0,-1,0,0
189,17,74,22,0,-1,0,0
189,18,53,13,0,-1,0,0
189,19,49,12,0,-1,0,0
189,20,154,81,0,-1,0,0
189,21,43,10,0,-1,0,0
189,22,62,20,0,-1,0,0
189,23,28,7,0,-1,0,0
189,24,48,9,0,-1,0,0
189,25,28,10,0,-1,0,0
189,26,23,5,0,-1,0,0
189,27,27,9,0,-1,0,0
189,28,39,9,0,-1,0,0
